row index,label,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
row 226,9,"[0.0, 0.0]","[0.22644025087356567, -0.1903761774301529]","[0.37533479928970337, -0.531069278717041]","[0.41152703762054443, -0.8275911808013916]","[0.3641124963760376, -1.0268319845199585]","[0.17544135451316833, -0.9409429430961609]","[0.19121672213077545, -1.2164374589920044]","[0.23269285261631012, -1.1005979776382446]","[0.24817997217178345, -0.9363985657691956]","[0.0, -0.9999999403953552]","[-0.02827976830303669, -1.402488112449646]","[-0.05572781339287758, -1.6478837728500366]","[-0.10365234315395355, -1.8784966468811035]","[-0.15388798713684082, -0.9538792371749878]","[-0.2802303433418274, -1.3042243719100952]","[-0.36334124207496643, -1.5485332012176514]","[-0.4372738003730774, -1.7581171989440918]","[-0.28933748602867126, -0.8161258101463318]","[-0.48686379194259644, -1.0297949314117432]","[-0.6259499192237854, -1.1693543195724487]","[-0.7459079623222351, -1.3078452348709106]"
row 227,9,"[0.0, 0.0]","[0.20667403936386108, -0.19754894077777863]","[0.35383090376853943, -0.5059828758239746]","[0.36421531438827515, -0.790739119052887]","[0.28833654522895813, -1.0066553354263306]","[0.17174185812473297, -0.9420435428619385]","[0.17042982578277588, -1.2260171175003052]","[0.20535989105701447, -1.1337491273880005]","[0.22903834283351898, -0.9681183099746704]","[0.0, -1.0]","[-0.02061920426785946, -1.3954681158065796]","[-0.048436347395181656, -1.642467975616455]","[-0.08533726632595062, -1.8670988082885742]","[-0.15373903512954712, -0.9538899660110474]","[-0.2793300151824951, -1.2945709228515625]","[-0.36032918095588684, -1.5338959693908691]","[-0.42152276635169983, -1.7300682067871094]","[-0.2963329553604126, -0.8113729953765869]","[-0.48207226395606995, -1.0086922645568848]","[-0.6114091873168945, -1.146547794342041]","[-0.7188761234283447, -1.274972915649414]"
row 228,9,"[0.0, 0.0]","[0.17381422221660614, -0.18848474323749542]","[0.2948795258998871, -0.46952101588249207]","[0.2744210958480835, -0.753162682056427]","[0.14694322645664215, -0.9636238217353821]","[0.15862540900707245, -0.9388502240180969]","[0.17067304253578186, -1.240957260131836]","[0.15072032809257507, -1.183935523033142]","[0.12563839554786682, -1.029553771018982]","[0.0, -1.0]","[0.008604241535067558, -1.382348656654358]","[-0.021046344190835953, -1.6230980157852173]","[-0.055647607892751694, -1.8413734436035156]","[-0.14297990500926971, -0.954705536365509]","[-0.23967957496643066, -1.2763532400131226]","[-0.3109177350997925, -1.501240611076355]","[-0.36226731538772583, -1.6883846521377563]","[-0.27871713042259216, -0.8155755996704102]","[-0.4263688027858734, -0.9870966672897339]","[-0.5321657657623291, -1.112423062324524]","[-0.6194356679916382, -1.2289689779281616]"
row 229,9,"[0.0, 0.0]","[0.1665361225605011, -0.1842908263206482]","[0.27288317680358887, -0.47785258293151855]","[0.2340804636478424, -0.7528018951416016]","[0.08517464995384216, -0.9343042373657227]","[0.15174885094165802, -0.9324394464492798]","[0.14899177849292755, -1.2178839445114136]","[0.1137060597538948, -1.128603458404541]","[0.07087482511997223, -0.9831041097640991]","[0.0, -0.9999999403953552]","[0.0061485301703214645, -1.375500202178955]","[-0.010998548939824104, -1.6195273399353027]","[-0.03374071046710014, -1.8421858549118042]","[-0.13621702790260315, -0.9557130932807922]","[-0.22704634070396423, -1.2696441411972046]","[-0.28654730319976807, -1.4882192611694336]","[-0.328242689371109, -1.6848742961883545]","[-0.26420921087265015, -0.8156153559684753]","[-0.39267316460609436, -0.9792430996894836]","[-0.4828558564186096, -1.0982673168182373]","[-0.5585318207740784, -1.2147986888885498]"
row 230,9,"[0.0, 0.0]","[0.1588030904531479, -0.17533954977989197]","[0.2556833028793335, -0.4718427360057831]","[0.19618254899978638, -0.7520036697387695]","[0.033800408244132996, -0.9363348484039307]","[0.1480802595615387, -0.9278771877288818]","[0.11943799257278442, -1.228439450263977]","[0.07489857822656631, -1.100993037223816]","[0.03771047666668892, -0.9275903105735779]","[0.0, -1.0]","[-0.00404296675696969, -1.3921422958374023]","[-0.020740920677781105, -1.6459101438522339]","[-0.03672533854842186, -1.869899868965149]","[-0.1361226886510849, -0.9580243229866028]","[-0.2288266122341156, -1.2834707498550415]","[-0.28806981444358826, -1.5055805444717407]","[-0.32463982701301575, -1.7071194648742676]","[-0.2623926103115082, -0.8206185102462769]","[-0.39341697096824646, -0.9930073022842407]","[-0.4770541489124298, -1.1161484718322754]","[-0.546288788318634, -1.238237738609314]"
row 231,9,"[0.0, 0.0]","[0.17623905837535858, -0.18997621536254883]","[0.3038145899772644, -0.4804065525531769]","[0.26921546459198, -0.7534071803092957]","[0.12859906256198883, -0.9338061213493347]","[0.1562732607126236, -0.9430396556854248]","[0.14986659586429596, -1.235979437828064]","[0.1317671537399292, -1.1243555545806885]","[0.10785555839538574, -0.9550641775131226]","[0.0, -0.9999999403953552]","[0.01177128218114376, -1.3801928758621216]","[-0.0025508631952106953, -1.6229007244110107]","[-0.020584294572472572, -1.84578537940979]","[-0.14238443970680237, -0.9469338059425354]","[-0.24545180797576904, -1.274473786354065]","[-0.3163405656814575, -1.5016556978225708]","[-0.36329224705696106, -1.6996747255325317]","[-0.27629682421684265, -0.7954258322715759]","[-0.4236108958721161, -0.9748131632804871]","[-0.5264378786087036, -1.1025240421295166]","[-0.6123045682907104, -1.2263902425765991]"
row 232,9,"[0.0, 0.0]","[0.21569664776325226, -0.19248168170452118]","[0.3673746883869171, -0.5051612257957458]","[0.38652873039245605, -0.7973311543464661]","[0.3104936182498932, -1.0059720277786255]","[0.17481809854507446, -0.9426436424255371]","[0.1882362812757492, -1.2456421852111816]","[0.22371609508991241, -1.1514201164245605]","[0.24074995517730713, -0.9771665334701538]","[0.0, -1.0]","[0.006090788170695305, -1.4063215255737305]","[-0.005949577782303095, -1.6616960763931274]","[-0.03406012803316116, -1.9126121997833252]","[-0.1566031575202942, -0.9572368264198303]","[-0.2727842628955841, -1.3133219480514526]","[-0.34916067123413086, -1.5639736652374268]","[-0.4099041819572449, -1.7729792594909668]","[-0.2984887957572937, -0.8154962062835693]","[-0.48782551288604736, -1.0145312547683716]","[-0.6195068955421448, -1.1551783084869385]","[-0.7287726402282715, -1.2872031927108765]"
row 233,9,"[0.0, 0.0]","[0.21589696407318115, -0.18743768334388733]","[0.3661160469055176, -0.5256223678588867]","[0.39976221323013306, -0.8225985169410706]","[0.35478660464286804, -1.035833477973938]","[0.17245934903621674, -0.9396526217460632]","[0.2067815512418747, -1.2301241159439087]","[0.2497182935476303, -1.1000053882598877]","[0.2582819163799286, -0.920202374458313]","[0.0, -1.0]","[0.006266179494559765, -1.3956085443496704]","[-0.0021907894406467676, -1.6426692008972168]","[-0.035578906536102295, -1.8788399696350098]","[-0.15741455554962158, -0.957758903503418]","[-0.2672668397426605, -1.3141545057296753]","[-0.34237170219421387, -1.5586535930633545]","[-0.41040435433387756, -1.7621303796768188]","[-0.29958465695381165, -0.8161495923995972]","[-0.4920434355735779, -1.0221036672592163]","[-0.628140926361084, -1.1634093523025513]","[-0.7436237931251526, -1.297828197479248]"
row 234,0,"[0.0, 0.0]","[0.2940749228000641, -0.19050250947475433]","[0.4460070729255676, -0.39432522654533386]","[0.5826815962791443, -0.5349280834197998]","[0.6124581098556519, -0.6622534394264221]","[0.0475291833281517, -0.985788106918335]","[0.46650150418281555, -1.027515172958374]","[0.48093798756599426, -0.7489425539970398]","[0.3845553398132324, -0.5708601474761963]","[0.0, -1.0]","[0.48101750016212463, -1.048573613166809]","[0.4834374487400055, -0.7197673916816711]","[0.38012728095054626, -0.5393165946006775]","[-0.011910000815987587, -0.9583457112312317]","[0.4587384760379791, -1.0246902704238892]","[0.46299251914024353, -0.7155471444129944]","[0.35163307189941406, -0.5434439182281494]","[0.009419751353561878, -0.869558572769165]","[0.3875586986541748, -0.9630070328712463]","[0.42872974276542664, -0.7620084285736084]","[0.3615301549434662, -0.6261836290359497]"
row 235,0,"[0.0, 0.0]","[0.28966987133026123, -0.19392627477645874]","[0.4430514872074127, -0.39662158489227295]","[0.5816985964775085, -0.5341207385063171]","[0.6067599058151245, -0.6641144752502441]","[0.05017392337322235, -0.9851881265640259]","[0.4654918909072876, -1.0316370725631714]","[0.4826810657978058, -0.7546825408935547]","[0.38837480545043945, -0.5771925449371338]","[0.0, -1.0]","[0.4768947958946228, -1.0509192943572998]","[0.482709139585495, -0.7242974638938904]","[0.3806437849998474, -0.5415933728218079]","[-0.014002637937664986, -0.9560966491699219]","[0.45197147130966187, -1.0239710807800293]","[0.4595831334590912, -0.7174959778785706]","[0.35023006796836853, -0.5428247451782227]","[0.006554394029080868, -0.8648338317871094]","[0.38080811500549316, -0.9664262533187866]","[0.4305233061313629, -0.7718159556388855]","[0.371550977230072, -0.6333181858062744]"
row 236,0,"[0.0, 0.0]","[0.27764296531677246, -0.18601039052009583]","[0.4399038553237915, -0.3985881507396698]","[0.5869932770729065, -0.5691797733306885]","[0.5727171897888184, -0.6834781169891357]","[0.061225224286317825, -0.9771057963371277]","[0.4238639175891876, -1.0257641077041626]","[0.43728575110435486, -0.7549929618835449]","[0.3332778513431549, -0.569401741027832]","[0.0, -1.0]","[0.43571585416793823, -1.0564988851547241]","[0.4479708969593048, -0.7243127226829529]","[0.3346191346645355, -0.5361377000808716]","[-0.04095148295164108, -0.9773921370506287]","[0.40357860922813416, -1.0654573440551758]","[0.4154016077518463, -0.7482534050941467]","[0.29194799065589905, -0.5584781169891357]","[-0.06373248994350433, -0.903383195400238]","[0.2975645959377289, -1.0366966724395752]","[0.36543020606040955, -0.8401479125022888]","[0.3163908123970032, -0.6855708956718445]"
row 237,0,"[0.0, 0.0]","[0.28148117661476135, -0.23525601625442505]","[0.43804019689559937, -0.5423913598060608]","[0.5371809601783752, -0.8341079950332642]","[0.4306555390357971, -0.9880514144897461]","[0.09218911826610565, -0.9661722183227539]","[0.2074582278728485, -1.286487102508545]","[0.3440585136413574, -1.0402910709381104]","[0.3393947184085846, -0.7862571477890015]","[0.0, -0.9999999403953552]","[0.2022656798362732, -1.350187063217163]","[0.3191734254360199, -0.9933475255966187]","[0.2536347806453705, -0.7177509665489197]","[-0.11698930710554123, -1.0171589851379395]","[0.12034199386835098, -1.367080569267273]","[0.22799596190452576, -1.0109461545944214]","[0.15699994564056396, -0.7207174301147461]","[-0.2652494013309479, -0.9852480292320251]","[-0.014836638234555721, -1.2931087017059326]","[0.1529490053653717, -1.1274466514587402]","[0.17630676925182343, -0.9264748096466064]"
row 238,0,"[0.0, 0.0]","[0.27613434195518494, -0.2451249361038208]","[0.4312046766281128, -0.5390498638153076]","[0.5375825762748718, -0.8189200162887573]","[0.44509804248809814, -0.9734230637550354]","[0.09107162058353424, -0.9711512327194214]","[0.2447405904531479, -1.2628990411758423]","[0.35841768980026245, -1.003929615020752]","[0.3295900523662567, -0.7555345296859741]","[0.0, -1.0]","[0.2357873022556305, -1.3242496252059937]","[0.33658695220947266, -0.9634090662002563]","[0.25656914710998535, -0.7003405690193176]","[-0.1084030494093895, -1.0156185626983643]","[0.1581917256116867, -1.3430265188217163]","[0.2513353228569031, -0.9881480932235718]","[0.16587576270103455, -0.7113953828811646]","[-0.2429351806640625, -0.9838207960128784]","[0.01931932009756565, -1.2806450128555298]","[0.1749909222126007, -1.1154743432998657]","[0.18686971068382263, -0.923289954662323]"
row 239,0,"[0.0, 0.0]","[0.29518160223960876, -0.17576605081558228]","[0.43706366419792175, -0.38518160581588745]","[0.5803931355476379, -0.5314618349075317]","[0.6374077796936035, -0.655617892742157]","[0.046711843460798264, -0.9824151396751404]","[0.4701404869556427, -1.0385076999664307]","[0.4763231575489044, -0.7609750032424927]","[0.3640052080154419, -0.5835253000259399]","[0.0, -1.0]","[0.48701298236846924, -1.0572539567947388]","[0.48451346158981323, -0.7329849004745483]","[0.370632529258728, -0.5585694909095764]","[-0.002738985698670149, -0.9692534804344177]","[0.4767966568470001, -1.0531924962997437]","[0.4773448705673218, -0.7453887462615967]","[0.35712918639183044, -0.5794631242752075]","[0.03047618269920349, -0.8952251076698303]","[0.41958317160606384, -1.006914496421814]","[0.44230353832244873, -0.7982281446456909]","[0.3513784110546112, -0.6684924364089966]"
row 240,0,"[0.0, 0.0]","[0.3160337209701538, -0.2365506887435913]","[0.4470934569835663, -0.4589114785194397]","[0.5686880350112915, -0.5948828458786011]","[0.624904990196228, -0.7056863307952881]","[0.023372579365968704, -0.9949904084205627]","[0.4626491963863373, -1.0521129369735718]","[0.46828919649124146, -0.7770892381668091]","[0.3524353504180908, -0.6325761079788208]","[0.0, -0.9999999403953552]","[0.49880391359329224, -1.0727368593215942]","[0.491737961769104, -0.7612331509590149]","[0.3770093023777008, -0.6194692850112915]","[0.030114829540252686, -0.9634329080581665]","[0.5145296454429626, -1.0520529747009277]","[0.5134342908859253, -0.75189608335495]","[0.39973604679107666, -0.606856644153595]","[0.1091136783361435, -0.896203339099884]","[0.48225849866867065, -0.9997611045837402]","[0.4929261803627014, -0.7938616275787354]","[0.4028240740299225, -0.6804282665252686]"
row 241,0,"[0.0, 0.0]","[0.2963453233242035, -0.2747156620025635]","[0.41676661372184753, -0.5107179284095764]","[0.5165377259254456, -0.6412155032157898]","[0.6048909425735474, -0.7679524421691895]","[0.018375204876065254, -0.9942129850387573]","[0.43163245916366577, -1.0813472270965576]","[0.4458461105823517, -0.8280497789382935]","[0.3439566195011139, -0.6877413988113403]","[0.0, -1.0]","[0.4624369144439697, -1.121856451034546]","[0.46396154165267944, -0.8340237736701965]","[0.35946422815322876, -0.6742286682128906]","[0.04568831995129585, -0.9746643304824829]","[0.49200934171676636, -1.1150158643722534]","[0.4977693259716034, -0.8337736129760742]","[0.40167343616485596, -0.6785012483596802]","[0.13969475030899048, -0.9139705896377563]","[0.4794606566429138, -1.0493395328521729]","[0.4923839271068573, -0.8489893078804016]","[0.41707244515419006, -0.7275221943855286]"
row 242,0,"[0.0, 0.0]","[0.29975175857543945, -0.22110749781131744]","[0.43236616253852844, -0.41878169775009155]","[0.5565407276153564, -0.5418427586555481]","[0.6156185865402222, -0.6897649168968201]","[0.02942902036011219, -0.989216148853302]","[0.4652900993824005, -1.0453487634658813]","[0.468770295381546, -0.7685458660125732]","[0.3620113432407379, -0.6190648078918457]","[0.0, -1.0]","[0.498481422662735, -1.0689035654067993]","[0.48443567752838135, -0.7525585293769836]","[0.3729241192340851, -0.6029900312423706]","[0.020726894959807396, -0.96580970287323]","[0.5002722144126892, -1.0517264604568481]","[0.4874540865421295, -0.7456938624382019]","[0.3751826882362366, -0.6024095416069031]","[0.08225991576910019, -0.8972084522247314]","[0.45597121119499207, -0.9922449588775635]","[0.46052420139312744, -0.7739119529724121]","[0.37077581882476807, -0.6517736315727234]"
row 243,0,"[0.0, 0.0]","[0.30639058351516724, -0.20506815612316132]","[0.461181104183197, -0.41106948256492615]","[0.6167551279067993, -0.5692089200019836]","[0.6481754779815674, -0.6752147078514099]","[0.05248598754405975, -0.9809034466743469]","[0.47551143169403076, -1.0242762565612793]","[0.4991602897644043, -0.7617422938346863]","[0.41122928261756897, -0.591978132724762]","[0.0, -1.0]","[0.5049556493759155, -1.0531831979751587]","[0.5043089389801025, -0.7334129214286804]","[0.3888585865497589, -0.5527136325836182]","[-0.010871680453419685, -0.972649872303009]","[0.4810984432697296, -1.0389763116836548]","[0.47431057691574097, -0.7245664596557617]","[0.3498324453830719, -0.5508583784103394]","[0.01044377125799656, -0.9038479328155518]","[0.4114699065685272, -1.008042573928833]","[0.44896164536476135, -0.8042778968811035]","[0.3754658102989197, -0.6610537171363831]"
row 244,0,"[0.0, 0.0]","[0.28269627690315247, -0.18274664878845215]","[0.43812069296836853, -0.4063474237918854]","[0.5694841742515564, -0.6052512526512146]","[0.5772177577018738, -0.7655443549156189]","[0.07881682366132736, -0.965424120426178]","[0.3961663246154785, -1.089909315109253]","[0.45093122124671936, -0.8317703604698181]","[0.3754377067089081, -0.6113486289978027]","[0.0, -1.0]","[0.40222764015197754, -1.1436152458190918]","[0.45675984025001526, -0.8189660906791687]","[0.35908418893814087, -0.5804865956306458]","[-0.05960191786289215, -1.0017040967941284]","[0.36758288741111755, -1.170300006866455]","[0.41514521837234497, -0.8489802479743958]","[0.31352925300598145, -0.5960772633552551]","[-0.11017315089702606, -0.952465832233429]","[0.24212154746055603, -1.1191173791885376]","[0.33344998955726624, -0.9359198808670044]","[0.30169034004211426, -0.749991238117218]"
row 245,0,"[0.0, 0.0]","[0.2800265848636627, -0.2643849849700928]","[0.4153077006340027, -0.5740443468093872]","[0.5041676759719849, -0.8681120872497559]","[0.42493683099746704, -1.0523074865341187]","[0.0865403413772583, -0.9625868201255798]","[0.20804986357688904, -1.286455750465393]","[0.34715935587882996, -1.078088641166687]","[0.35244566202163696, -0.829129159450531]","[0.0, -0.9999999403953552]","[0.20609672367572784, -1.3622360229492188]","[0.31565847992897034, -1.0272347927093506]","[0.25271448493003845, -0.7450951933860779]","[-0.1166607066988945, -1.0292972326278687]","[0.12545138597488403, -1.407886266708374]","[0.22799551486968994, -1.064820408821106]","[0.15610772371292114, -0.762218713760376]","[-0.27094489336013794, -1.015227198600769]","[-0.020798664540052414, -1.3583115339279175]","[0.14884546399116516, -1.2073248624801636]","[0.17627446353435516, -1.0048308372497559]"
